"text" "is_lure" "key" "yes_key" "rt" "group" "code" "old" "correct" "success"
"21" "b'piano'" "correct" "a" "l" 1.31696109997574 0 "cl98xe" FALSE TRUE FALSE
"22" "b'ripe'" "correct" "l" "l" 0.885080399981234 0 "cl98xe" TRUE TRUE TRUE
"23" "b'social media manager'" "correct" "l" "l" 0.722778399998788 0 "cl98xe" TRUE TRUE TRUE
"24" "b'tired'" "correct" "l" "l" 1.05631569999969 0 "cl98xe" TRUE TRUE TRUE
"25" "b'coal'" "neutral" "a" "l" 0.774699500005227 0 "cl98xe" FALSE FALSE TRUE
"26" "b'aunt'" "neutral" "a" "l" 0.723797100014053 0 "cl98xe" FALSE FALSE TRUE
"27" "b'plane'" "neutral" "a" "l" 0.789545899955556 0 "cl98xe" FALSE FALSE TRUE
"28" "b'legs'" "correct" "l" "l" 0.683877599949483 0 "cl98xe" TRUE TRUE TRUE
"29" "b'user experience designer'" "critical future" "l" "l" 0.877600400010124 0 "cl98xe" TRUE FALSE FALSE
"30" "b'accountant'" "critical past" "a" "l" 0.907145900011528 0 "cl98xe" FALSE FALSE TRUE
"31" "b'risk manager'" "critical future" "l" "l" 1.03325029998086 0 "cl98xe" TRUE FALSE FALSE
"32" "b'snooze'" "correct" "a" "l" 1.014862800017 0 "cl98xe" FALSE TRUE FALSE
"33" "b'bike'" "correct" "l" "l" 0.789162400003988 0 "cl98xe" TRUE TRUE TRUE
"34" "b'bank'" "correct" "a" "l" 1.05114240001421 0 "cl98xe" FALSE TRUE FALSE
"35" "b'royal'" "neutral" "a" "l" 0.805653300019912 0 "cl98xe" FALSE FALSE TRUE
"36" "b'ugly'" "neutral" "a" "l" 0.774924499972258 0 "cl98xe" FALSE FALSE TRUE
"37" "b'radio'" "correct" "l" "l" 0.621502199966926 0 "cl98xe" TRUE TRUE TRUE
"38" "b'risk manager'" "critical future" "l" "l" 2.36516016097585 1 "do29pn" TRUE FALSE FALSE
"39" "b'chilly'" "correct" "a" "l" 3.24832520202108 1 "do29pn" FALSE TRUE FALSE
"40" "b'bank'" "correct" "l" "l" 2.55001205905864 1 "do29pn" TRUE TRUE TRUE
"41" "b'ugly'" "neutral" "a" "l" 1.26636792700901 1 "do29pn" FALSE FALSE TRUE
"42" "b'calm'" "neutral" "a" "l" 2.75749393519118 1 "do29pn" FALSE FALSE TRUE
"43" "b'smith'" "correct" "l" "l" 2.14052491542589 1 "do29pn" TRUE TRUE TRUE
"44" "b'valley'" "correct" "a" "l" 1.64827863352866 1 "do29pn" FALSE TRUE FALSE
"45" "b'kiwi'" "correct" "l" "l" 1.56419267809906 1 "do29pn" TRUE TRUE TRUE
"46" "b'user experience designer'" "critical future" "a" "l" 1.92819632403962 1 "do29pn" FALSE FALSE TRUE
"47" "b'wood'" "correct" "l" "l" 1.47371542161136 1 "do29pn" TRUE TRUE TRUE
"48" "b'secrtetary'" "critical past" "a" "l" 1.89219682692828 1 "do29pn" FALSE FALSE TRUE
"49" "b'radio'" "correct" "a" "l" 1.47661921726467 1 "do29pn" FALSE TRUE FALSE
"50" "b'scientist'" "critical future" "a" "l" 0.844066750737966 1 "do29pn" FALSE FALSE TRUE
"51" "b'aunt'" "neutral" "a" "l" 0.789439215288894 1 "do29pn" FALSE FALSE TRUE
"52" "b'door'" "neutral" "a" "l" 1.00724313243018 1 "do29pn" FALSE FALSE TRUE
"53" "b'wine'" "neutral" "l" "l" 0.931471513039924 1 "do29pn" TRUE FALSE FALSE
"54" "b'muscle'" "neutral" "a" "l" 0.763731611539242 1 "do29pn" FALSE FALSE TRUE
"55" "b'management consultant'" "critical future" "a" "l" 1.07640953076134 1 "do29pn" FALSE FALSE TRUE
"56" "b'snooze'" "correct" "l" "l" 1.5357432421165 1 "do29pn" TRUE TRUE TRUE
"57" "b'sock'" "neutral" "a" "l" 1.18830380360669 1 "do29pn" FALSE FALSE TRUE
"58" "b'ripe'" "correct" "a" "l" 1.68557672447741 1 "do29pn" FALSE TRUE FALSE
"59" "b'coal'" "neutral" "a" "l" 0.931611026084738 1 "do29pn" FALSE FALSE TRUE
"60" "b'accountant'" "critical past" "a" "l" 0.795295555980374 1 "do29pn" FALSE FALSE TRUE
"61" "b'winter'" "correct" "l" "l" 0.828726409466526 1 "do29pn" TRUE TRUE TRUE
"62" "b'construction draftsman'" "critical past" "a" "l" 0.836308542559891 1 "do29pn" FALSE FALSE TRUE
"63" "b'tired'" "correct" "l" "l" 1.00421393539682 1 "do29pn" TRUE TRUE TRUE
"64" "b'fish'" "neutral" "l" "l" 2.08858116195461 1 "do29pn" TRUE FALSE FALSE
"65" "b'craftsman'" "critical past" "l" "l" 1.12611979263556 1 "do29pn" TRUE FALSE FALSE
"66" "b'piano'" "correct" "a" "l" 0.709609530248599 1 "do29pn" FALSE TRUE FALSE
"67" "b'syringe'" "neutral" "a" "l" 0.791239735367526 1 "do29pn" FALSE FALSE TRUE
"68" "b'plane'" "neutral" "a" "l" 0.941607857374947 1 "do29pn" FALSE FALSE TRUE
"69" "b'bike'" "correct" "a" "l" 0.986813611854814 1 "do29pn" FALSE TRUE FALSE
"70" "b'mailman'" "critical past" "a" "l" 1.1827704275961 1 "do29pn" FALSE FALSE TRUE
"71" "b'machine learning specialist'" "critical future" "a" "l" 0.95638597711104 1 "do29pn" FALSE FALSE TRUE
"72" "b'scaffolding worker'" "correct" "l" "l" 0.915381008522218 1 "do29pn" TRUE TRUE TRUE
"73" "b'royal'" "neutral" "a" "l" 0.804625611131087 1 "do29pn" FALSE FALSE TRUE
"74" "b'legs'" "correct" "l" "l" 1.01886825735073 1 "do29pn" TRUE TRUE TRUE
"75" "b'aunt'" "neutral" "a" "l" 1.19122538459487 0 "dq36ie" FALSE FALSE TRUE
"76" "b'sock'" "neutral" "a" "l" 0.710487787590864 0 "dq36ie" FALSE FALSE TRUE
"77" "b'winter'" "correct" "l" "l" 0.729064658723473 0 "dq36ie" TRUE TRUE TRUE
"78" "b'radio'" "correct" "l" "l" 0.778264518763535 0 "dq36ie" TRUE TRUE TRUE
"79" "b'coal'" "neutral" "a" "l" 0.666184308808624 0 "dq36ie" FALSE FALSE TRUE
"80" "b'ugly'" "neutral" "a" "l" 0.806157246737712 0 "dq36ie" FALSE FALSE TRUE
"81" "b'kiwi'" "correct" "l" "l" 0.620737795849891 0 "dq36ie" TRUE TRUE TRUE
"82" "b'scientist'" "critical future" "l" "l" 0.770634669406718 0 "dq36ie" TRUE FALSE FALSE
"83" "b'royal'" "neutral" "a" "l" 0.778518526358312 0 "dq36ie" FALSE FALSE TRUE
"84" "b'tired'" "correct" "l" "l" 0.641858912251337 0 "dq36ie" TRUE TRUE TRUE
"85" "b'snooze'" "correct" "l" "l" 0.64715041643376 0 "dq36ie" TRUE TRUE TRUE
"86" "b'accountant'" "critical past" "l" "l" 0.74772780263811 0 "dq36ie" TRUE FALSE FALSE
"87" "b'management consultant'" "critical future" "l" "l" 0.692319830200177 0 "dq36ie" TRUE FALSE FALSE
"88" "b'machine learning specialist'" "critical future" "a" "l" 0.687598880955193 0 "dq36ie" FALSE FALSE TRUE
"89" "b'user experience designer'" "critical future" "a" "l" 0.73083084537393 0 "dq36ie" FALSE FALSE TRUE
"90" "b'ripe'" "correct" "l" "l" 0.628142822826703 0 "dq36ie" TRUE TRUE TRUE
"91" "b'chilly'" "correct" "l" "l" 0.602089725616679 0 "dq36ie" TRUE TRUE TRUE
"92" "b'valley'" "correct" "l" "l" 0.688685148285003 0 "dq36ie" TRUE TRUE TRUE
"93" "b'craftsman'" "critical past" "l" "l" 0.811923411578391 0 "dq36ie" TRUE FALSE FALSE
"94" "b'door'" "neutral" "a" "l" 0.769784770256592 0 "dq36ie" FALSE FALSE TRUE
"95" "b'mailman'" "critical past" "l" "l" 0.96178468558719 0 "dq36ie" TRUE FALSE FALSE
"96" "b'plane'" "neutral" "a" "l" 0.938368841478223 0 "dq36ie" FALSE FALSE TRUE
"97" "b'scaffolding worker'" "correct" "a" "l" 0.715631762111116 0 "dq36ie" FALSE TRUE FALSE
"98" "b'wood'" "correct" "l" "l" 0.797563002382049 0 "dq36ie" TRUE TRUE TRUE
"99" "b'bank'" "correct" "a" "l" 0.762792184904356 0 "dq36ie" FALSE TRUE FALSE
"100" "b'muscle'" "neutral" "a" "l" 0.79457680955511 0 "dq36ie" FALSE FALSE TRUE
"101" "b'smith'" "correct" "l" "l" 0.769919791970096 0 "dq36ie" TRUE TRUE TRUE
"102" "b'risk manager'" "critical future" "a" "l" 0.641878475967133 0 "dq36ie" FALSE FALSE TRUE
"103" "b'calm'" "neutral" "l" "l" 0.711148463911741 0 "dq36ie" TRUE FALSE FALSE
"104" "b'bike'" "correct" "l" "l" 0.729670492495643 0 "dq36ie" TRUE TRUE TRUE
"105" "b'piano'" "correct" "l" "l" 0.619023886015384 0 "dq36ie" TRUE TRUE TRUE
"106" "b'wine'" "neutral" "a" "l" 0.680870245416372 0 "dq36ie" FALSE FALSE TRUE
"107" "b'construction draftsman'" "critical past" "a" "l" 0.94820137286024 0 "dq36ie" FALSE FALSE TRUE
"108" "b'secrtetary'" "critical past" "l" "l" 0.74077466543622 0 "dq36ie" TRUE FALSE FALSE
"109" "b'legs'" "correct" "a" "l" 2.06197977753163 0 "dq36ie" FALSE TRUE FALSE
"110" "b'syringe'" "neutral" "l" "l" 0.993897403382107 0 "dq36ie" TRUE FALSE FALSE
"111" "b'fish'" "neutral" "l" "l" 1.34514532794401 0 "dq36ie" TRUE FALSE FALSE
"112" "b'radio'" "correct" "l" "l" 2.50145606718434 0 "ec16qx" TRUE TRUE TRUE
"113" "b'royal'" "neutral" "a" "l" 1.47196397163498 0 "ec16qx" FALSE FALSE TRUE
"114" "b'mailman'" "critical past" "a" "l" 1.87596873368602 0 "ec16qx" FALSE FALSE TRUE
"115" "b'wine'" "neutral" "l" "l" 0.751904112534248 0 "ec16qx" TRUE FALSE FALSE
"116" "b'piano'" "correct" "l" "l" 2.2404120862484 0 "ec16qx" TRUE TRUE TRUE
"117" "b'door'" "neutral" "a" "l" 0.949767606551177 0 "ec16qx" FALSE FALSE TRUE
"118" "b'tired'" "correct" "l" "l" 0.790355832039495 0 "ec16qx" TRUE TRUE TRUE
"119" "b'wood'" "correct" "l" "l" 0.541619146708399 0 "ec16qx" TRUE TRUE TRUE
"120" "b'aunt'" "neutral" "l" "l" 0.622937933061621 0 "ec16qx" TRUE FALSE FALSE
"121" "b'syringe'" "neutral" "a" "l" 2.54078687923902 0 "ec16qx" FALSE FALSE TRUE
"122" "b'sock'" "neutral" "l" "l" 7.23787134523445 0 "ec16qx" TRUE FALSE FALSE
"123" "b'winter'" "correct" "l" "l" 1.07517732589622 0 "ec16qx" TRUE TRUE TRUE
"124" "b'ripe'" "correct" "l" "l" 5.90300860683783 0 "ec16qx" TRUE TRUE TRUE
"125" "b'ugly'" "neutral" "l" "l" 0.641580083058216 0 "ec16qx" TRUE FALSE FALSE
"126" "b'scientist'" "critical future" "l" "l" 0.58284765688586 0 "ec16qx" TRUE FALSE FALSE
"127" "b'plane'" "neutral" "l" "l" 2.05411117682524 0 "ec16qx" TRUE FALSE FALSE
"128" "b'fish'" "neutral" "l" "l" 0.794718902063323 0 "ec16qx" TRUE FALSE FALSE
"129" "b'coal'" "neutral" "l" "l" 0.889972315490013 0 "ec16qx" TRUE FALSE FALSE
"130" "b'construction draftsman'" "critical past" "l" "l" 1.26122230105102 0 "ec16qx" TRUE FALSE FALSE
"131" "b'user experience designer'" "critical future" "l" "l" 2.24983001858345 0 "ec16qx" TRUE FALSE FALSE
"132" "b'social media manager'" "correct" "l" "l" 1.3263527633826 0 "ec16qx" TRUE TRUE TRUE
"133" "b'legs'" "correct" "a" "l" 0.936375316392514 0 "ec16qx" FALSE TRUE FALSE
"134" "b'valley'" "correct" "a" "l" 2.35885577494628 0 "ec16qx" FALSE TRUE FALSE
"135" "b'management consultant'" "critical future" "l" "l" 1.72740818759485 0 "ec16qx" TRUE FALSE FALSE
"136" "b'accountant'" "critical past" "a" "l" 1.56939346784202 0 "ec16qx" FALSE FALSE TRUE
"137" "b'secrtetary'" "critical past" "a" "l" 1.11331634374801 0 "ec16qx" FALSE FALSE TRUE
"138" "b'data analyst'" "neutral" "a" "l" 1.29922597522091 0 "ec16qx" FALSE FALSE TRUE
"139" "b'bank'" "correct" "l" "l" 0.797869651825749 0 "ec16qx" TRUE TRUE TRUE
"140" "b'risk manager'" "critical future" "l" "l" 2.01235957290919 0 "ec16qx" TRUE FALSE FALSE
"141" "b'kiwi'" "correct" "l" "l" 0.914381325390423 0 "ec16qx" TRUE TRUE TRUE
"142" "b'chilly'" "correct" "l" "l" 1.25235793081811 0 "ec16qx" TRUE TRUE TRUE
"143" "b'snooze'" "correct" "a" "l" 2.82487392511393 0 "ec16qx" FALSE TRUE FALSE
"144" "b'calm'" "neutral" "l" "l" 1.27938593734871 0 "ec16qx" TRUE FALSE FALSE
"145" "b'bike'" "correct" "l" "l" 2.39460799720837 0 "ec16qx" TRUE TRUE TRUE
"146" "b'muscle'" "neutral" "l" "l" 2.94584231883346 0 "ec16qx" TRUE FALSE FALSE
"147" "b'machine learning specialist'" "critical future" "a" "l" 3.33033417705155 0 "ec16qx" FALSE FALSE TRUE
"148" "b'craftsman'" "critical past" "l" "l" 0.811651295647607 0 "ec16qx" TRUE FALSE FALSE
"149" "b'aunt'" "neutral" "l" "a" 2.89293920004275 0 "gk18du" FALSE FALSE TRUE
"150" "b'bike'" "correct" "a" "a" 1.24213470000541 0 "gk18du" TRUE TRUE TRUE
"151" "b'risk manager'" "critical future" "l" "a" 1.06998750002822 0 "gk18du" FALSE FALSE TRUE
"152" "b'coal'" "neutral" "a" "a" 0.799776800035033 0 "gk18du" TRUE FALSE FALSE
"153" "b'sock'" "neutral" "l" "a" 1.61584410001524 0 "gk18du" FALSE FALSE TRUE
"154" "b'calm'" "neutral" "l" "a" 1.28301230003126 0 "gk18du" FALSE FALSE TRUE
"155" "b'craftsman'" "critical past" "l" "a" 1.04181860003155 0 "gk18du" FALSE FALSE TRUE
"156" "b'user experience designer'" "critical future" "a" "a" 1.40438790002372 0 "gk18du" TRUE FALSE FALSE
"157" "b'ugly'" "neutral" "l" "a" 0.718275399995036 0 "gk18du" FALSE FALSE TRUE
"158" "b'tired'" "correct" "a" "a" 0.672057599993423 0 "gk18du" TRUE TRUE TRUE
"159" "b'royal'" "neutral" "l" "a" 0.719237299985252 0 "gk18du" FALSE FALSE TRUE
"160" "b'door'" "neutral" "l" "a" 0.841015600017272 0 "gk18du" FALSE FALSE TRUE
"161" "b'construction draftsman'" "critical past" "l" "a" 1.20701850001933 0 "gk18du" FALSE FALSE TRUE
"162" "b'wine'" "neutral" "a" "a" 0.787384200026281 0 "gk18du" TRUE FALSE FALSE
"163" "b'secrtetary'" "critical past" "a" "a" 1.03511009999784 0 "gk18du" TRUE FALSE FALSE
"164" "b'snooze'" "correct" "a" "a" 0.847502999997232 0 "gk18du" TRUE TRUE TRUE
"165" "b'machine learning specialist'" "critical future" "a" "a" 2.40126370004145 0 "gk18du" TRUE FALSE FALSE
"166" "b'legs'" "correct" "a" "a" 0.747284399985801 0 "gk18du" TRUE TRUE TRUE
"167" "b'radio'" "correct" "l" "a" 1.15454329998465 0 "gk18du" FALSE TRUE FALSE
"168" "b'plane'" "neutral" "l" "a" 1.18070329999318 0 "gk18du" FALSE FALSE TRUE
"169" "b'management consultant'" "critical future" "a" "a" 0.913161900010891 0 "gk18du" TRUE FALSE FALSE
"170" "b'bank'" "correct" "a" "a" 0.777860699978191 0 "gk18du" TRUE TRUE TRUE
"171" "b'data analyst'" "neutral" "a" "a" 0.732653999992181 0 "gk18du" TRUE FALSE FALSE
"172" "b'piano'" "correct" "l" "a" 0.982428299961612 0 "gk18du" FALSE TRUE FALSE
"173" "b'muscle'" "neutral" "l" "a" 1.29401089996099 0 "gk18du" FALSE FALSE TRUE
"174" "b'valley'" "correct" "a" "a" 1.01360270002624 0 "gk18du" TRUE TRUE TRUE
"175" "b'scientist'" "critical future" "l" "a" 0.961496500007343 0 "gk18du" FALSE FALSE TRUE
"176" "b'mailman'" "critical past" "l" "a" 1.31852770003024 0 "gk18du" FALSE FALSE TRUE
"177" "b'chilly'" "correct" "l" "a" 0.748967399995308 0 "gk18du" FALSE TRUE FALSE
"178" "b'winter'" "correct" "a" "a" 0.816955299989786 0 "gk18du" TRUE TRUE TRUE
"179" "b'accountant'" "critical past" "a" "a" 0.667870400007814 0 "gk18du" TRUE FALSE FALSE
"180" "b'social media manager'" "correct" "a" "a" 1.38922179996734 0 "gk18du" TRUE TRUE TRUE
"181" "b'kiwi'" "correct" "l" "a" 0.641908999998122 0 "gk18du" FALSE TRUE FALSE
"182" "b'ripe'" "correct" "a" "a" 0.695506599964574 0 "gk18du" TRUE TRUE TRUE
"183" "b'syringe'" "neutral" "l" "a" 0.813029299955815 0 "gk18du" FALSE FALSE TRUE
"184" "b'fish'" "neutral" "a" "a" 0.935764299996663 0 "gk18du" TRUE FALSE FALSE
"185" "b'wood'" "correct" "a" "a" 0.773739500029478 0 "gk18du" TRUE TRUE TRUE
"186" "b'management consultant'" "critical future" "a" "l" 1.50119065296531 1 "go99hi" FALSE FALSE TRUE
"187" "b'ugly'" "neutral" "a" "l" 1.02373223922586 1 "go99hi" FALSE FALSE TRUE
"188" "b'coal'" "neutral" "a" "l" 2.52555598282015 1 "go99hi" FALSE FALSE TRUE
"189" "b'radio'" "correct" "a" "l" 0.76749089250734 1 "go99hi" FALSE TRUE FALSE
"190" "b'scaffolding worker'" "correct" "a" "l" 0.919430398036639 1 "go99hi" FALSE TRUE FALSE
"191" "b'fish'" "neutral" "a" "l" 1.14534849971278 1 "go99hi" FALSE FALSE TRUE
"192" "b'craftsman'" "critical past" "l" "l" 0.92254036754457 1 "go99hi" TRUE FALSE FALSE
"193" "b'ripe'" "correct" "l" "l" 0.548494132686756 1 "go99hi" TRUE TRUE TRUE
"194" "b'snooze'" "correct" "l" "l" 1.00496337920413 1 "go99hi" TRUE TRUE TRUE
"195" "b'muscle'" "neutral" "a" "l" 0.883592786101872 1 "go99hi" FALSE FALSE TRUE
"196" "b'piano'" "correct" "a" "l" 1.40681236303499 1 "go99hi" FALSE TRUE FALSE
"197" "b'scientist'" "critical future" "a" "l" 1.07735828663863 1 "go99hi" FALSE FALSE TRUE
"198" "b'door'" "neutral" "a" "l" 0.985283368991077 1 "go99hi" FALSE FALSE TRUE
"199" "b'calm'" "neutral" "l" "l" 0.952568234437422 1 "go99hi" TRUE FALSE FALSE
"200" "b'bike'" "correct" "l" "l" 1.93709824482539 1 "go99hi" TRUE TRUE TRUE
"201" "b'kiwi'" "correct" "l" "l" 0.706343446212486 1 "go99hi" TRUE TRUE TRUE
"202" "b'mailman'" "critical past" "a" "l" 1.04491191092347 1 "go99hi" FALSE FALSE TRUE
"203" "b'sock'" "neutral" "a" "l" 0.9061322877169 1 "go99hi" FALSE FALSE TRUE
"204" "b'accountant'" "critical past" "a" "l" 1.54870131431926 1 "go99hi" FALSE FALSE TRUE
"205" "b'valley'" "correct" "l" "l" 0.65057983596671 1 "go99hi" TRUE TRUE TRUE
"206" "b'machine learning specialist'" "critical future" "a" "l" 1.07104020895167 1 "go99hi" FALSE FALSE TRUE
"207" "b'legs'" "correct" "l" "l" 0.979025264934535 1 "go99hi" TRUE TRUE TRUE
"208" "b'risk manager'" "critical future" "a" "l" 0.810276786323811 1 "go99hi" FALSE FALSE TRUE
"209" "b'bank'" "correct" "l" "l" 0.656878991492704 1 "go99hi" TRUE TRUE TRUE
"210" "b'wood'" "correct" "l" "l" 0.63746068439832 1 "go99hi" TRUE TRUE TRUE
"211" "b'smith'" "correct" "l" "l" 1.54667696374418 1 "go99hi" TRUE TRUE TRUE
"212" "b'wine'" "neutral" "a" "l" 1.01922908547931 1 "go99hi" FALSE FALSE TRUE
"213" "b'plane'" "neutral" "a" "l" 2.0651178930857 1 "go99hi" FALSE FALSE TRUE
"214" "b'tired'" "correct" "l" "l" 0.693050467329158 1 "go99hi" TRUE TRUE TRUE
"215" "b'aunt'" "neutral" "a" "l" 1.09618038528606 1 "go99hi" FALSE FALSE TRUE
"216" "b'secrtetary'" "critical past" "a" "l" 0.63483339036793 1 "go99hi" FALSE FALSE TRUE
"217" "b'winter'" "correct" "l" "l" 0.616131238981325 1 "go99hi" TRUE TRUE TRUE
"218" "b'construction draftsman'" "critical past" "a" "l" 0.846018504591484 1 "go99hi" FALSE FALSE TRUE
"219" "b'syringe'" "neutral" "a" "l" 1.23457354739548 1 "go99hi" FALSE FALSE TRUE
"220" "b'royal'" "neutral" "a" "l" 0.791859750221192 1 "go99hi" FALSE FALSE TRUE
"221" "b'user experience designer'" "critical future" "a" "l" 0.695053650742921 1 "go99hi" FALSE FALSE TRUE
"222" "b'chilly'" "correct" "l" "l" 3.35545825787085 1 "go99hi" TRUE TRUE TRUE
"223" "b'machine learning specialist'" "critical future" "l" "a" 3.26161075060918 0 "gw04ud" FALSE FALSE TRUE
"224" "b'craftsman'" "critical past" "l" "a" 1.54620423041706 0 "gw04ud" FALSE FALSE TRUE
"225" "b'winter'" "correct" "l" "a" 1.05078195031092 0 "gw04ud" FALSE TRUE FALSE
"226" "b'kiwi'" "correct" "a" "a" 3.58324259782785 0 "gw04ud" TRUE TRUE TRUE
"227" "b'piano'" "correct" "l" "a" 1.09445911001058 0 "gw04ud" FALSE TRUE FALSE
"228" "b'muscle'" "neutral" "l" "a" 1.68169460465106 0 "gw04ud" FALSE FALSE TRUE
"229" "b'aunt'" "neutral" "l" "a" 0.796953660268628 0 "gw04ud" FALSE FALSE TRUE
"230" "b'accountant'" "critical past" "l" "a" 0.979523334714031 0 "gw04ud" FALSE FALSE TRUE
"231" "b'tired'" "correct" "a" "a" 1.22863038507967 0 "gw04ud" TRUE TRUE TRUE
"232" "b'legs'" "correct" "l" "a" 1.47451681939492 0 "gw04ud" FALSE TRUE FALSE
"233" "b'user experience designer'" "critical future" "l" "a" 1.47840035252921 0 "gw04ud" FALSE FALSE TRUE
"234" "b'door'" "neutral" "l" "a" 1.29027205257626 0 "gw04ud" FALSE FALSE TRUE
"235" "b'risk manager'" "critical future" "l" "a" 1.19749797709301 0 "gw04ud" FALSE FALSE TRUE
"236" "b'calm'" "neutral" "a" "a" 0.900097080309934 0 "gw04ud" TRUE FALSE FALSE
"237" "b'coal'" "neutral" "l" "a" 0.798676539117878 0 "gw04ud" FALSE FALSE TRUE
"238" "b'management consultant'" "critical future" "l" "a" 1.67726008382851 0 "gw04ud" FALSE FALSE TRUE
"239" "b'royal'" "neutral" "l" "a" 0.945143370652659 0 "gw04ud" FALSE FALSE TRUE
"240" "b'chilly'" "correct" "a" "a" 1.06639369577715 0 "gw04ud" TRUE TRUE TRUE
"241" "b'mailman'" "critical past" "l" "a" 1.99821843037898 0 "gw04ud" FALSE FALSE TRUE
"242" "b'social media manager'" "correct" "a" "a" 1.66878648329111 0 "gw04ud" TRUE TRUE TRUE
"243" "b'wine'" "neutral" "l" "a" 1.2726551994092 0 "gw04ud" FALSE FALSE TRUE
"244" "b'ripe'" "correct" "a" "a" 0.860605246185514 0 "gw04ud" TRUE TRUE TRUE
"245" "b'data analyst'" "neutral" "l" "a" 1.457152689336 0 "gw04ud" FALSE FALSE TRUE
"246" "b'plane'" "neutral" "l" "a" 1.37370756023665 0 "gw04ud" FALSE FALSE TRUE
"247" "b'snooze'" "correct" "l" "a" 1.82156818536714 0 "gw04ud" FALSE TRUE FALSE
"248" "b'wood'" "correct" "a" "a" 0.835493292735919 0 "gw04ud" TRUE TRUE TRUE
"249" "b'valley'" "correct" "a" "a" 1.89670520266372 0 "gw04ud" TRUE TRUE TRUE
"250" "b'radio'" "correct" "l" "a" 1.90713548299755 0 "gw04ud" FALSE TRUE FALSE
"251" "b'scientist'" "critical future" "l" "a" 1.31769411331516 0 "gw04ud" FALSE FALSE TRUE
"252" "b'bank'" "correct" "a" "a" 1.31148988931272 0 "gw04ud" TRUE TRUE TRUE
"253" "b'ugly'" "neutral" "a" "a" 1.57010676909886 0 "gw04ud" TRUE FALSE FALSE
"254" "b'fish'" "neutral" "a" "a" 0.91401384909841 0 "gw04ud" TRUE FALSE FALSE
"255" "b'syringe'" "neutral" "l" "a" 1.03595146561747 0 "gw04ud" FALSE FALSE TRUE
"256" "b'sock'" "neutral" "l" "a" 0.905216968239984 0 "gw04ud" FALSE FALSE TRUE
"257" "b'secrtetary'" "critical past" "a" "a" 3.0676778370489 0 "gw04ud" TRUE FALSE FALSE
"258" "b'bike'" "correct" "a" "a" 1.23157935585914 0 "gw04ud" TRUE TRUE TRUE
"259" "b'construction draftsman'" "critical past" "l" "a" 0.884824650893279 0 "gw04ud" FALSE FALSE TRUE
"260" "b'machine learning specialist'" "critical future" "l" "a" 3.08175003535916 1 "hu48yb" FALSE FALSE TRUE
"261" "b'radio'" "correct" "a" "a" 1.11691950364616 1 "hu48yb" TRUE TRUE TRUE
"262" "b'tired'" "correct" "l" "a" 0.894937070580454 1 "hu48yb" FALSE TRUE FALSE
"263" "b'scaffolding worker'" "correct" "a" "a" 1.5221283270746 1 "hu48yb" TRUE TRUE TRUE
"264" "b'scientist'" "critical future" "l" "a" 1.28398113288017 1 "hu48yb" FALSE FALSE TRUE
"265" "b'snooze'" "correct" "l" "a" 1.31928626431477 1 "hu48yb" FALSE TRUE FALSE
"266" "b'risk manager'" "critical future" "l" "a" 0.785195847232217 1 "hu48yb" FALSE FALSE TRUE
